iso3,country,measure,measure_name,unit,year,obs_value,year_date
EST,Estonia,G_FB,GERD financed by the business enterprise sector,PT_B1GQ,2017,0.5563570752,2017-01-01
EST,Estonia,G_FB,GERD financed by the business enterprise sector,PT_B1GQ,2018,0.5756555189,2018-01-01
EST,Estonia,G_FB,GERD financed by the business enterprise sector,PT_B1GQ,2019,0.7958565002,2019-01-01
EST,Estonia,G_FB,GERD financed by the business enterprise sector,PT_B1GQ,2020,0.8788922819,2020-01-01
EST,Estonia,G_FB,GERD financed by the business enterprise sector,PT_B1GQ,2021,0.9005551224,2021-01-01
ROU,Romania,G_FG,GERD financed by government,USD_PPP,2017,961.31501409,2017-01-01
ROU,Romania,G_FG,GERD financed by government,USD_PPP,2018,954.13398493,2018-01-01
ROU,Romania,G_FG,GERD financed by government,USD_PPP,2019,1064.3329809,2019-01-01
ROU,Romania,G_FG,GERD financed by government,USD_PPP,2020,1010.5006498,2020-01-01
ROU,Romania,G_FG,GERD financed by government,USD_PPP,2021,1085.3438162,2021-01-01
HUN,Hungary,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2017,8.9723657256,2017-01-01
HUN,Hungary,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2018,NA,2018-01-01
HUN,Hungary,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2019,-5.795332264,2019-01-01
HUN,Hungary,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2020,2.4390115884,2020-01-01
HUN,Hungary,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2021,13.587756197,2021-01-01
HUN,Hungary,GV,Government Intramural Expenditure on R&D (GOVERD),USD_PPP,2022,6.5147777291,2022-01-01
MEX,Mexico,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2017,76833.868441,2017-01-01
MEX,Mexico,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2018,84033.198617,2018-01-01
MEX,Mexico,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2019,86725.024977,2019-01-01
MEX,Mexico,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2020,80210.649259,2020-01-01
MEX,Mexico,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2021,96203.668462,2021-01-01
LUX,Luxembourg,B_MANUF,BERD performed in the manufacturing industry,USD_PPP,2019,311.6602899,2019-01-01
LUX,Luxembourg,B_MANUF,BERD performed in the manufacturing industry,USD_PPP,2021,309.42211436,2021-01-01
EU27_2020,European Union (27 countries from 01/02/2020),G_RS,Government sector researchers,FTE,2017,2.3011814002,2017-01-01
EU27_2020,European Union (27 countries from 01/02/2020),G_RS,Government sector researchers,FTE,2018,3.7386811937,2018-01-01
EU27_2020,European Union (27 countries from 01/02/2020),G_RS,Government sector researchers,FTE,2019,1.9096820301,2019-01-01
EU27_2020,European Union (27 countries from 01/02/2020),G_RS,Government sector researchers,FTE,2020,2.8083461913,2020-01-01
EU27_2020,European Union (27 countries from 01/02/2020),G_RS,Government sector researchers,FTE,2021,3.2312450298,2021-01-01
EU27_2020,European Union (27 countries from 01/02/2020),G_RS,Government sector researchers,FTE,2022,1.4585781414,2022-01-01
POL,Poland,H_RS,Higher education sector researchers,PS,2017,111163,2017-01-01
POL,Poland,H_RS,Higher education sector researchers,PS,2018,112754,2018-01-01
POL,Poland,H_RS,Higher education sector researchers,PS,2019,110004,2019-01-01
POL,Poland,H_RS,Higher education sector researchers,PS,2020,104040,2020-01-01
POL,Poland,H_RS,Higher education sector researchers,PS,2021,105998,2021-01-01
LTU,Lithuania,T_WRS,Woman researchers,PT_RSH,2017,49.512442053,2017-01-01
LTU,Lithuania,T_WRS,Woman researchers,PT_RSH,2018,48.999895822,2018-01-01
LTU,Lithuania,T_WRS,Woman researchers,PT_RSH,2019,49.082983361,2019-01-01
LTU,Lithuania,T_WRS,Woman researchers,PT_RSH,2020,49.065925583,2020-01-01
LTU,Lithuania,T_WRS,Woman researchers,PT_RSH,2021,48.477739813,2021-01-01
SWE,Sweden,B_RS,Business enterprise sector researchers,PS,2017,60167,2017-01-01
SWE,Sweden,B_RS,Business enterprise sector researchers,PS,2019,63505,2019-01-01
SWE,Sweden,B_RS,Business enterprise sector researchers,PS,2021,70135,2021-01-01
HRV,Croatia,H_WRS,Higher education sector woman researchers,PT_RSH,2017,49.409166207,2017-01-01
HRV,Croatia,H_WRS,Higher education sector woman researchers,PT_RSH,2018,50.132013201,2018-01-01
HRV,Croatia,H_WRS,Higher education sector woman researchers,PT_RSH,2019,50.415923945,2019-01-01
HRV,Croatia,H_WRS,Higher education sector woman researchers,PT_RSH,2020,51.13073862,2020-01-01
HRV,Croatia,H_WRS,Higher education sector woman researchers,PT_RSH,2021,51.82684303,2021-01-01
LVA,Latvia,H_RS,Higher education sector researchers,PT_RSH,2017,65.020103389,2017-01-01
LVA,Latvia,H_RS,Higher education sector researchers,PT_RSH,2018,63.657407407,2018-01-01
LVA,Latvia,H_RS,Higher education sector researchers,PT_RSH,2019,63.546255507,2019-01-01
LVA,Latvia,H_RS,Higher education sector researchers,PT_RSH,2020,64.02259332,2020-01-01
LVA,Latvia,H_RS,Higher education sector researchers,PT_RSH,2021,60.06171479,2021-01-01
LVA,Latvia,H_RS,Higher education sector researchers,PT_RSH,2022,56.987980203,2022-01-01
DNK,Denmark,T_TT,R&D personnel,FTE,2017,-4.166467809,2017-01-01
DNK,Denmark,T_TT,R&D personnel,FTE,2018,-0.766932271,2018-01-01
DNK,Denmark,T_TT,R&D personnel,FTE,2019,4.1001706313,2019-01-01
DNK,Denmark,T_TT,R&D personnel,FTE,2020,-0.289254206,2020-01-01
DNK,Denmark,T_TT,R&D personnel,FTE,2021,0.1933955422,2021-01-01
DNK,Denmark,T_TT,R&D personnel,FTE,2022,10.971706156,2022-01-01
ROU,Romania,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2017,7926.066828,2017-01-01
ROU,Romania,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2018,9162.96625,2018-01-01
ROU,Romania,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2019,9257.247478,2019-01-01
ROU,Romania,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2020,9393.091901,2020-01-01
ROU,Romania,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2021,10870.713928,2021-01-01
FRA,France,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2017,117.35296568,2017-01-01
FRA,France,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2018,119.42098441,2018-01-01
FRA,France,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2019,121.35216934,2019-01-01
FRA,France,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2020,116.44282673,2020-01-01
FRA,France,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2021,120.85431645,2021-01-01
FRA,France,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2022,121.44699808,2022-01-01
CRI,Costa Rica,H_FB,HERD financed by the business sector,PT_HERD,2017,0.4052080859,2017-01-01
CRI,Costa Rica,H_FB,HERD financed by the business sector,PT_HERD,2018,0.4089234659,2018-01-01
CRI,Costa Rica,H_FB,HERD financed by the business sector,PT_HERD,2020,0.3,2020-01-01
CRI,Costa Rica,H_FB,HERD financed by the business sector,PT_HERD,2021,0.4051849985,2021-01-01
CHE,Switzerland,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2017,0.5002887382,2017-01-01
CHE,Switzerland,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2019,0.3945673387,2019-01-01
CHE,Switzerland,B_FON,BERD financed by the Higher Education and PNP sectors,PT_BERD,2021,0.3986457278,2021-01-01
PRT,Portugal,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2017,16.215642895,2017-01-01
PRT,Portugal,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2018,15.679762736,2018-01-01
PRT,Portugal,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2019,17.174293419,2019-01-01
PRT,Portugal,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2020,15.662136435,2020-01-01
PRT,Portugal,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2021,15.524720359,2021-01-01
PRT,Portugal,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2022,15.156859802,2022-01-01
BEL,Belgium,G_FG,GERD financed by government,USD_PPP,2017,3053.3587859,2017-01-01
BEL,Belgium,G_FG,GERD financed by government,USD_PPP,2019,3658.77849,2019-01-01
BEL,Belgium,G_FG,GERD financed by government,USD_PPP,2021,4215.446019,2021-01-01
RUS,Russia,B_FG,BERD financed by government,PT_BERD,2017,56.587428851,2017-01-01
RUS,Russia,B_FG,BERD financed by government,PT_BERD,2018,56.207731848,2018-01-01
RUS,Russia,B_FG,BERD financed by government,PT_BERD,2019,57.254287248,2019-01-01
RUS,Russia,B_FG,BERD financed by government,PT_BERD,2020,56.366119508,2020-01-01
CHL,Chile,G,Gross Domestic Expenditure on R&D (GERD),XDC,2017,639775.75,2017-01-01
CHL,Chile,G,Gross Domestic Expenditure on R&D (GERD),XDC,2018,699324.56373,2018-01-01
CHL,Chile,G,Gross Domestic Expenditure on R&D (GERD),XDC,2019,669564.22928,2019-01-01
CHL,Chile,G,Gross Domestic Expenditure on R&D (GERD),XDC,2020,674713.23396,2020-01-01
CHL,Chile,G,Gross Domestic Expenditure on R&D (GERD),XDC,2021,863416.99757,2021-01-01
TWN,Chinese Taipei,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2017,1.9662691281,2017-01-01
TWN,Chinese Taipei,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2018,1.6071052194,2018-01-01
TWN,Chinese Taipei,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2019,2.6386693822,2019-01-01
TWN,Chinese Taipei,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2020,2.4342612163,2020-01-01
TWN,Chinese Taipei,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2021,2.4354024755,2021-01-01
TWN,Chinese Taipei,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2022,3.5959822426,2022-01-01
TWN,Chinese Taipei,C_SPA,Civil GBARD for Space programmes,PT_GBARD_C,2023,3.8353038642,2023-01-01
PRT,Portugal,T_RS,Researchers,PS,2017,89659,2017-01-01
PRT,Portugal,T_RS,Researchers,PS,2018,96123,2018-01-01
PRT,Portugal,T_RS,Researchers,PS,2019,100823,2019-01-01
PRT,Portugal,T_RS,Researchers,PS,2020,104681,2020-01-01
PRT,Portugal,T_RS,Researchers,PS,2021,110953,2021-01-01
PRT,Portugal,T_RS,Researchers,PS,2022,114582,2022-01-01
ITA,Italy,TOT_EMP,Total employment,PS,2017,25138.3,2017-01-01
ITA,Italy,TOT_EMP,Total employment,PS,2018,25371.3,2018-01-01
ITA,Italy,TOT_EMP,Total employment,PS,2019,25503.9,2019-01-01
ITA,Italy,TOT_EMP,Total employment,PS,2020,24956.1,2020-01-01
ITA,Italy,TOT_EMP,Total employment,PS,2021,25177,2021-01-01
ITA,Italy,TOT_EMP,Total employment,PS,2022,25628.4,2022-01-01
ITA,Italy,TOT_EMP,Total employment,PS,2023,26095.6,2023-01-01
OECD,OECD,G_RS,Government sector researchers,PT_RSH,2017,6.2829822641,2017-01-01
OECD,OECD,G_RS,Government sector researchers,PT_RSH,2018,6.1607057338,2018-01-01
OECD,OECD,G_RS,Government sector researchers,PT_RSH,2019,6.1055199038,2019-01-01
OECD,OECD,G_RS,Government sector researchers,PT_RSH,2020,6.0227124052,2020-01-01
OECD,OECD,G_RS,Government sector researchers,PT_RSH,2021,5.828607427,2021-01-01
HRV,Croatia,G_FA,GERD financed by the rest of the world,USD_PPP,2017,102.25561019,2017-01-01
HRV,Croatia,G_FA,GERD financed by the rest of the world,USD_PPP,2018,222.7326241,2018-01-01
HRV,Croatia,G_FA,GERD financed by the rest of the world,USD_PPP,2019,279.42920071,2019-01-01
HRV,Croatia,G_FA,GERD financed by the rest of the world,USD_PPP,2020,324.67717146,2020-01-01
HRV,Croatia,G_FA,GERD financed by the rest of the world,USD_PPP,2021,369.50133339,2021-01-01
OECD,OECD,H_TT,Higher Education R&D personnel,PT_PRSNL_RD,2018,25.531384983,2018-01-01
OECD,OECD,H_TT,Higher Education R&D personnel,PT_PRSNL_RD,2020,24.570058041,2020-01-01
OECD,OECD,H_TT,Higher Education R&D personnel,PT_PRSNL_RD,2021,24.108455984,2021-01-01
OECD,OECD,H_FB,HERD financed by the business sector,PT_HERD,2017,6.1815290489,2017-01-01
OECD,OECD,H_FB,HERD financed by the business sector,PT_HERD,2018,6.363214939,2018-01-01
OECD,OECD,H_FB,HERD financed by the business sector,PT_HERD,2019,6.3595055277,2019-01-01
OECD,OECD,H_FB,HERD financed by the business sector,PT_HERD,2020,6.1961939045,2020-01-01
OECD,OECD,H_FB,HERD financed by the business sector,PT_HERD,2021,6.2531587712,2021-01-01
AUT,Austria,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2017,7.543572003,2017-01-01
AUT,Austria,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2018,7.7180340316,2018-01-01
AUT,Austria,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2019,7.146414094,2019-01-01
AUT,Austria,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2020,8.7301817012,2020-01-01
AUT,Austria,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2021,7.5631641809,2021-01-01
AUT,Austria,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2022,7.3100252012,2022-01-01
AUT,Austria,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2023,7.2356108376,2023-01-01
AUT,Austria,C_HEA,Civil GBARD for Health and Environment programmes,PT_GBARD_C,2024,7.5509312301,2024-01-01
USA,United States,B_RS,Business enterprise sector researchers,FTE,2017,1023000,2017-01-01
USA,United States,B_RS,Business enterprise sector researchers,FTE,2018,1127000,2018-01-01
USA,United States,B_RS,Business enterprise sector researchers,FTE,2019,1147000,2019-01-01
USA,United States,B_RS,Business enterprise sector researchers,FTE,2020,1222952,2020-01-01
USA,United States,B_RS,Business enterprise sector researchers,FTE,2021,1333130,2021-01-01
SVK,Slovak Republic,TD_ECOMP,"Export of computer, electronic and optical industry",PT_P6_W,2017,0.5636002661,2017-01-01
SVK,Slovak Republic,TD_ECOMP,"Export of computer, electronic and optical industry",PT_P6_W,2018,0.5049286661,2018-01-01
SVK,Slovak Republic,TD_ECOMP,"Export of computer, electronic and optical industry",PT_P6_W,2019,0.4638386108,2019-01-01
SVK,Slovak Republic,TD_ECOMP,"Export of computer, electronic and optical industry",PT_P6_W,2020,0.4191236127,2020-01-01
HUN,Hungary,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2017,0.0549134845,2017-01-01
HUN,Hungary,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2018,0.1058197282,2018-01-01
HUN,Hungary,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2019,0.0695027923,2019-01-01
HUN,Hungary,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2020,0.0685611389,2020-01-01
HUN,Hungary,P_TRIAD,Triadic patent families,PT_PATN_FM_T,2021,0.0710949215,2021-01-01
NZL,New Zealand,G_FG,GERD financed by government,USD_PPP,2017,915.4932835,2017-01-01
NZL,New Zealand,G_FG,GERD financed by government,USD_PPP,2019,873.17797473,2019-01-01
NZL,New Zealand,G_FG,GERD financed by government,USD_PPP,2021,966.99641589,2021-01-01
NOR,Norway,C_HEA,Civil GBARD for Health and Environment programmes,USD_PPP,2017,670.62706646,2017-01-01
NOR,Norway,C_HEA,Civil GBARD for Health and Environment programmes,USD_PPP,2018,709.79765358,2018-01-01
NOR,Norway,C_HEA,Civil GBARD for Health and Environment programmes,USD_PPP,2019,746.48100897,2019-01-01
NOR,Norway,C_HEA,Civil GBARD for Health and Environment programmes,USD_PPP,2020,811.40355974,2020-01-01
NOR,Norway,C_HEA,Civil GBARD for Health and Environment programmes,USD_PPP,2021,850.88636265,2021-01-01
NOR,Norway,C_HEA,Civil GBARD for Health and Environment programmes,USD_PPP,2022,941.16669522,2022-01-01
NOR,Norway,C_HEA,Civil GBARD for Health and Environment programmes,USD_PPP,2023,928.54115565,2023-01-01
LVA,Latvia,B_ICTS,BERD performed in information and communication services,PT_BERD,2017,17.146666667,2017-01-01
LVA,Latvia,B_ICTS,BERD performed in information and communication services,PT_BERD,2018,15.982721382,2018-01-01
LVA,Latvia,B_ICTS,BERD performed in information and communication services,PT_BERD,2019,19.941520468,2019-01-01
LVA,Latvia,B_ICTS,BERD performed in information and communication services,PT_BERD,2020,34.177444387,2020-01-01
LVA,Latvia,B_ICTS,BERD performed in information and communication services,PT_BERD,2021,33.067132249,2021-01-01
RUS,Russia,TD_EAERO,Export of aerospace industry,PT_P6_W,2017,0.9246500892,2017-01-01
RUS,Russia,TD_EAERO,Export of aerospace industry,PT_P6_W,2018,0.8902800422,2018-01-01
RUS,Russia,TD_EAERO,Export of aerospace industry,PT_P6_W,2019,0.9257387238,2019-01-01
RUS,Russia,TD_EAERO,Export of aerospace industry,PT_P6_W,2020,0.6449767695,2020-01-01
NOR,Norway,B,Business Enterprise Expenditure on R&D (BERD),USD_PPP,2017,3732.6291223,2017-01-01
NOR,Norway,B,Business Enterprise Expenditure on R&D (BERD),USD_PPP,2018,3912.051745,2018-01-01
NOR,Norway,B,Business Enterprise Expenditure on R&D (BERD),USD_PPP,2019,4294.3093296,2019-01-01
NOR,Norway,B,Business Enterprise Expenditure on R&D (BERD),USD_PPP,2020,4401.7704474,2020-01-01
NOR,Norway,B,Business Enterprise Expenditure on R&D (BERD),USD_PPP,2021,4905.4583828,2021-01-01
NOR,Norway,B,Business Enterprise Expenditure on R&D (BERD),USD_PPP,2022,5837.529204,2022-01-01
DEU,Germany,B_FB,BERD financed by the business sector,USD_PPP,2017,77737.062031,2017-01-01
DEU,Germany,B_FB,BERD financed by the business sector,USD_PPP,2018,79870.557176,2018-01-01
DEU,Germany,B_FB,BERD financed by the business sector,USD_PPP,2019,80185.087116,2019-01-01
DEU,Germany,B_FB,BERD financed by the business sector,USD_PPP,2020,73730.465443,2020-01-01
DEU,Germany,B_FB,BERD financed by the business sector,USD_PPP,2021,76594.985444,2021-01-01
ISR,Israel,G_FA,GERD financed by the rest of the world,XDC,2017,32233.032689,2017-01-01
ISR,Israel,G_FA,GERD financed by the rest of the world,XDC,2018,34099.725024,2018-01-01
ISR,Israel,G_FA,GERD financed by the rest of the world,XDC,2019,40502.431863,2019-01-01
ISR,Israel,G_FA,GERD financed by the rest of the world,XDC,2020,41027.021541,2020-01-01
ISR,Israel,G_FA,GERD financed by the rest of the world,XDC,2021,42329.696846,2021-01-01
BEL,Belgium,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2017,160.19225213000001,2017-01-01
BEL,Belgium,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2018,174.89761535,2018-01-01
BEL,Belgium,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2019,197.34918392,2019-01-01
BEL,Belgium,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2020,200.80248502,2020-01-01
BEL,Belgium,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2021,214.75458512,2021-01-01
BEL,Belgium,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,2022,222.08000832,2022-01-01
NOR,Norway,T_RS,Researchers,10P3EMP,2017,12.238719068,2017-01-01
NOR,Norway,T_RS,Researchers,10P3EMP,2018,12.298352436,2018-01-01
NOR,Norway,T_RS,Researchers,10P3EMP,2019,12.65796897,2019-01-01
NOR,Norway,T_RS,Researchers,10P3EMP,2020,13.007163324,2020-01-01
NOR,Norway,T_RS,Researchers,10P3EMP,2021,13.799929178,2021-01-01
NOR,Norway,T_RS,Researchers,10P3EMP,2022,13.673176551,2022-01-01
AUT,Austria,G_FA,GERD financed by the rest of the world,USD_PPP,2017,2280.8018673,2017-01-01
AUT,Austria,G_FA,GERD financed by the rest of the world,USD_PPP,2018,2323.403529,2018-01-01
AUT,Austria,G_FA,GERD financed by the rest of the world,USD_PPP,2019,2482.3274298,2019-01-01
AUT,Austria,G_FA,GERD financed by the rest of the world,USD_PPP,2020,2315.8926675,2020-01-01
AUT,Austria,G_FA,GERD financed by the rest of the world,USD_PPP,2021,2555.5779632,2021-01-01
AUT,Austria,G_FA,GERD financed by the rest of the world,USD_PPP,2022,2548.7006995,2022-01-01
LVA,Latvia,TD_BAERO,Trade balance of aerospace industry,USD,2017,-365.882227,2017-01-01
LVA,Latvia,TD_BAERO,Trade balance of aerospace industry,USD,2018,-557.615403,2018-01-01
LVA,Latvia,TD_BAERO,Trade balance of aerospace industry,USD,2019,-712.212679,2019-01-01
LVA,Latvia,TD_BAERO,Trade balance of aerospace industry,USD,2020,-267.507558,2020-01-01
LVA,Latvia,TD_BAERO,Trade balance of aerospace industry,USD,2021,-776.440532,2021-01-01
FRA,France,PNP,Private non-profit expenditure on R&D (PNPERD),PT_GERD,2017,1.5804061314,2017-01-01
FRA,France,PNP,Private non-profit expenditure on R&D (PNPERD),PT_GERD,2018,1.5756889305,2018-01-01
FRA,France,PNP,Private non-profit expenditure on R&D (PNPERD),PT_GERD,2019,1.6457721176,2019-01-01
FRA,France,PNP,Private non-profit expenditure on R&D (PNPERD),PT_GERD,2020,1.9815345012,2020-01-01
FRA,France,PNP,Private non-profit expenditure on R&D (PNPERD),PT_GERD,2021,2.0688353325,2021-01-01
FRA,France,PNP,Private non-profit expenditure on R&D (PNPERD),PT_GERD,2022,2.0207865146,2022-01-01
FIN,Finland,G_FB,GERD financed by the business enterprise sector,XDC,2017,3581,2017-01-01
FIN,Finland,G_FB,GERD financed by the business enterprise sector,XDC,2018,3592.5,2018-01-01
FIN,Finland,G_FB,GERD financed by the business enterprise sector,XDC,2019,3648.4,2019-01-01
FIN,Finland,G_FB,GERD financed by the business enterprise sector,XDC,2020,3879.5,2020-01-01
FIN,Finland,G_FB,GERD financed by the business enterprise sector,XDC,2021,4351.154,2021-01-01
BEL,Belgium,B_MANUF,BERD performed in the manufacturing industry,USD_PPP,2017,6008.3052225,2017-01-01
BEL,Belgium,B_MANUF,BERD performed in the manufacturing industry,USD_PPP,2018,6704.3634133,2018-01-01
BEL,Belgium,B_MANUF,BERD performed in the manufacturing industry,USD_PPP,2019,7724.1551186,2019-01-01
BEL,Belgium,B_MANUF,BERD performed in the manufacturing industry,USD_PPP,2020,8252.5083788,2020-01-01
BEL,Belgium,B_MANUF,BERD performed in the manufacturing industry,USD_PPP,2021,7990.9478726,2021-01-01
POL,Poland,B_FB,BERD financed by the business sector,PT_BERD,2017,79.464884455,2017-01-01
POL,Poland,B_FB,BERD financed by the business sector,PT_BERD,2018,78.492482893,2018-01-01
POL,Poland,B_FB,BERD financed by the business sector,PT_BERD,2019,78.675950729,2019-01-01
POL,Poland,B_FB,BERD financed by the business sector,PT_BERD,2020,78.877798995,2020-01-01
POL,Poland,B_FB,BERD financed by the business sector,PT_BERD,2021,79.188763355,2021-01-01
ZAF,South Africa,G_FB,GERD financed by the business enterprise sector,PT_GERD,2017,41.490035625,2017-01-01
ZAF,South Africa,G_FB,GERD financed by the business enterprise sector,PT_GERD,2018,39.512113417,2018-01-01
ZAF,South Africa,G_FB,GERD financed by the business enterprise sector,PT_GERD,2019,27.13877675,2019-01-01
ZAF,South Africa,G_FB,GERD financed by the business enterprise sector,PT_GERD,2020,26.93401118,2020-01-01
ZAF,South Africa,G_FB,GERD financed by the business enterprise sector,PT_GERD,2021,29.018284114,2021-01-01
LUX,Luxembourg,G_TT,Government R&D personnel,PT_PRSNL_RD,2017,20.360685302,2017-01-01
LUX,Luxembourg,G_TT,Government R&D personnel,PT_PRSNL_RD,2018,21.426219914,2018-01-01
LUX,Luxembourg,G_TT,Government R&D personnel,PT_PRSNL_RD,2019,20.829015544,2019-01-01
LUX,Luxembourg,G_TT,Government R&D personnel,PT_PRSNL_RD,2020,21.540951182,2020-01-01
LUX,Luxembourg,G_TT,Government R&D personnel,PT_PRSNL_RD,2021,21.097224419,2021-01-01
LUX,Luxembourg,G_TT,Government R&D personnel,PT_PRSNL_RD,2022,20.93144768,2022-01-01
SWE,Sweden,H_TT,Higher Education R&D personnel,FTE,2017,-7.856556255,2017-01-01
SWE,Sweden,H_TT,Higher Education R&D personnel,FTE,2018,-3.678946326,2018-01-01
SWE,Sweden,H_TT,Higher Education R&D personnel,FTE,2019,13.504343803,2019-01-01
SWE,Sweden,H_TT,Higher Education R&D personnel,FTE,2020,-2.377717391,2020-01-01
SWE,Sweden,H_TT,Higher Education R&D personnel,FTE,2021,-6.321897472,2021-01-01
SWE,Sweden,H_TT,Higher Education R&D personnel,FTE,2022,3.910819537,2022-01-01
ISL,Iceland,H_RS,Higher education sector researchers,PT_RSH,2021,41.858648965,2021-01-01
MEX,Mexico,B_SERV,BERD performed in service industries,PT_BERD,2017,35.827217815,2017-01-01
NZL,New Zealand,C_SPA,Civil GBARD for Space programmes,USD_PPP,2017,0,2017-01-01
LUX,Luxembourg,G_WRS,Government sector woman researchers,PS,2017,255,2017-01-01
LUX,Luxembourg,G_WRS,Government sector woman researchers,PS,2019,286,2019-01-01
LUX,Luxembourg,G_WRS,Government sector woman researchers,PS,2021,295,2021-01-01
ARG,Argentina,H,Higher Education Expenditure on R&D (HERD),USD_PPP,2017,123.58322334,2017-01-01
ARG,Argentina,H,Higher Education Expenditure on R&D (HERD),USD_PPP,2018,112.11895982,2018-01-01
ARG,Argentina,H,Higher Education Expenditure on R&D (HERD),USD_PPP,2019,100.05155709,2019-01-01
ARG,Argentina,H,Higher Education Expenditure on R&D (HERD),USD_PPP,2020,94.209730091,2020-01-01
ARG,Argentina,H,Higher Education Expenditure on R&D (HERD),USD_PPP,2021,93.775366353,2021-01-01
ARG,Argentina,H,Higher Education Expenditure on R&D (HERD),USD_PPP,2022,99.535080311,2022-01-01
JPN,Japan,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2017,106227.64867,2017-01-01
JPN,Japan,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2018,109693.24985,2018-01-01
JPN,Japan,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2019,109192.46363,2019-01-01
JPN,Japan,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2020,107933.75052,2020-01-01
JPN,Japan,TD_ICOMP,"Imports of computer, electronic and optical industry",USD,2021,121090.3283,2021-01-01
DNK,Denmark,H_WRS,Higher education sector woman researchers,PT_RSH,2017,43.730164873,2017-01-01
DNK,Denmark,H_WRS,Higher education sector woman researchers,PT_RSH,2018,43.664738623,2018-01-01
DNK,Denmark,H_WRS,Higher education sector woman researchers,PT_RSH,2019,44.546214517,2019-01-01
ITA,Italy,TD_BAERO,Trade balance of aerospace industry,USD,2017,3001.137521,2017-01-01
ITA,Italy,TD_BAERO,Trade balance of aerospace industry,USD,2018,3318.702127,2018-01-01
ITA,Italy,TD_BAERO,Trade balance of aerospace industry,USD,2019,3095.11811,2019-01-01
ITA,Italy,TD_BAERO,Trade balance of aerospace industry,USD,2020,2032.167198,2020-01-01
ITA,Italy,TD_BAERO,Trade balance of aerospace industry,USD,2021,-1712.621183,2021-01-01
LVA,Latvia,C,Government Allocations for R&D (GBARD),USD_PPP,2017,80.321560758,2017-01-01
LVA,Latvia,C,Government Allocations for R&D (GBARD),USD_PPP,2018,82.337420105,2018-01-01
LVA,Latvia,C,Government Allocations for R&D (GBARD),USD_PPP,2019,85.279540597,2019-01-01
