iso2,iso3,country,var,var_long,var_axis,var_question,year,obs_value,year_date
RO,ROU,Romania,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,4.31895448909552,2017-01-01
RO,ROU,Romania,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2018,4.64162785989067,2018-01-01
RO,ROU,Romania,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2018,0.2,2018-01-01
RO,ROU,Romania,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2019,0.109241048704487,2019-01-01
RO,ROU,Romania,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,0.29,2018-01-01
RO,ROU,Romania,2.3.1,Trademark applications,Cloud computing in enterprises,How many new trademarks are applied for,2018,10.29,2018-01-01
RO,ROU,Romania,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,53.2077691790314,2019-01-01
RO,ROU,Romania,3.2.3,Non R&D innovation expenditures,Job-to-job mobility of Human Resources in Science & Technology,How much do businesses invest in activities other than traditional research and development to drive innovation,2015,2.4,2015-01-01
RO,ROU,Romania,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,0.273083861571308,2017-01-01
RO,ROU,Romania,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,2.36977883704376,2018-01-01
RO,ROU,Romania,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,1.33234670824178,2018-01-01
RO,ROU,Romania,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,57.4274987798567,2019-01-01
RO,ROU,Romania,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,46.185,2018-01-01
RO,ROU,Romania,4.2.3,High tech imports from partners outside of the EU,High-tech imports from outside the EU,How dependent is a country on high tech imports from outside the EU?,2017,28.9412302464582,2017-01-01
RO,ROU,Romania,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2017,0.8722,2017-01-01
RO,ROU,Romania,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2018,9.22,2018-01-01
RO,ROU,Romania,4.3.3,Labour productivity,Labour productivity,How efficiently is economic value being generated for each hour of work,2019,12.61,2019-01-01
SE,SWE,Sweden,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,1.3,2017-01-01
SE,SWE,Sweden,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,2674.14518896775,2019-01-01
SE,SWE,Sweden,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,12.9573156798716,2017-01-01
SE,SWE,Sweden,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2018,35.5451681739661,2018-01-01
SE,SWE,Sweden,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2019,0.121543634007557,2019-01-01
SE,SWE,Sweden,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0.1261,2017-01-01
SE,SWE,Sweden,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,2.37,2018-01-01
SE,SWE,Sweden,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,486.599215947708,2019-01-01
SE,SWE,Sweden,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,11.0929202492837,2017-01-01
SE,SWE,Sweden,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,9.67935287185457,2018-01-01
SE,SWE,Sweden,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,4.51972068515629,2018-01-01
SE,SWE,Sweden,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,56.1735213066036,2019-01-01
SE,SWE,Sweden,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,74.899,2018-01-01
SE,SWE,Sweden,4.2.3,High tech imports from partners outside of the EU,High-tech imports from outside the EU,How dependent is a country on high tech imports from outside the EU?,2017,21.5927966413347,2017-01-01
SE,SWE,Sweden,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2017,1.4671,2017-01-01
SE,SWE,Sweden,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2018,17.28,2018-01-01
SE,SWE,Sweden,4.3.3,Labour productivity,Labour productivity,How efficiently is economic value being generated for each hour of work,2019,58.96,2019-01-01
SI,SVN,Slovenia,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.8,2017-01-01
SI,SVN,Slovenia,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,1644.95499080209,2019-01-01
SI,SVN,Slovenia,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,6.42672439986428,2017-01-01
SI,SVN,Slovenia,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2018,9.80878186968839,2018-01-01
SI,SVN,Slovenia,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2018,0.5,2018-01-01
SI,SVN,Slovenia,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2019,0.0151718577885739,2019-01-01
SI,SVN,Slovenia,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0.182299998,2017-01-01
SI,SVN,Slovenia,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,1.46,2018-01-01
SI,SVN,Slovenia,2.3.1,Trademark applications,Cloud computing in enterprises,How many new trademarks are applied for,2018,26.28,2018-01-01
SI,SVN,Slovenia,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,272.477207065377,2019-01-01
SI,SVN,Slovenia,3.2.3,Non R&D innovation expenditures,Job-to-job mobility of Human Resources in Science & Technology,How much do businesses invest in activities other than traditional research and development to drive innovation,2015,5.8,2015-01-01
SI,SVN,Slovenia,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,3.15466627720169,2017-01-01
SI,SVN,Slovenia,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,7.5707108966299,2018-01-01
SI,SVN,Slovenia,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,2.83544908097109,2018-01-01
SI,SVN,Slovenia,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,59.6291443182831,2019-01-01
SI,SVN,Slovenia,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,34.3694,2018-01-01
SI,SVN,Slovenia,4.2.3,High tech imports from partners outside of the EU,High-tech imports from outside the EU,How dependent is a country on high tech imports from outside the EU?,2017,17.6944557553417,2017-01-01
SI,SVN,Slovenia,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2017,1.913,2017-01-01
SI,SVN,Slovenia,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2018,6.49,2018-01-01
SI,SVN,Slovenia,4.3.3,Labour productivity,Labour productivity,How efficiently is economic value being generated for each hour of work,2019,26.91,2019-01-01
SK,SVK,Slovakia,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.7,2017-01-01
SK,SVK,Slovakia,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,770.39920402479,2019-01-01
SK,SVK,Slovakia,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,3.5169901664332,2017-01-01
SK,SVK,Slovakia,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2018,9.76970390502074,2018-01-01
SK,SVK,Slovakia,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2018,0.38,2018-01-01
SK,SVK,Slovakia,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2019,0.0152634648922737,2019-01-01
SK,SVK,Slovakia,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0.0215000001,2017-01-01
SK,SVK,Slovakia,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,0.45,2018-01-01
SK,SVK,Slovakia,2.3.1,Trademark applications,Cloud computing in enterprises,How many new trademarks are applied for,2018,21.14,2018-01-01
SK,SVK,Slovakia,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,108.431990849881,2019-01-01
SK,SVK,Slovakia,3.2.3,Non R&D innovation expenditures,Job-to-job mobility of Human Resources in Science & Technology,How much do businesses invest in activities other than traditional research and development to drive innovation,2015,3.3,2015-01-01
SK,SVK,Slovakia,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,0.822999381423046,2017-01-01
SK,SVK,Slovakia,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,3.93133817559104,2018-01-01
SK,SVK,Slovakia,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,1.98227787467083,2018-01-01
SK,SVK,Slovakia,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,69.0260893653944,2019-01-01
SK,SVK,Slovakia,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,39.1613,2018-01-01
SK,SVK,Slovakia,4.2.3,High tech imports from partners outside of the EU,High-tech imports from outside the EU,How dependent is a country on high tech imports from outside the EU?,2017,34.3347979059764,2017-01-01
SK,SVK,Slovakia,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2017,1.619,2017-01-01
SK,SVK,Slovakia,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2018,6.12,2018-01-01
SK,SVK,Slovakia,4.3.3,Labour productivity,Labour productivity,How efficiently is economic value being generated for each hour of work,2019,21.69,2019-01-01
AL,ALB,Albania,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2019,37.7263084345214,2019-01-01
AL,ALB,Albania,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,103.758104573497,2019-01-01
AL,ALB,Albania,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,2.55800848432659,2017-01-01
AL,ALB,Albania,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2019,0.685911466163001,2019-01-01
AL,ALB,Albania,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,8.38449329886841,2019-01-01
AL,ALB,Albania,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,0,2017-01-01
AL,ALB,Albania,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,0.326268215108154,2018-01-01
AL,ALB,Albania,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,12.1440058358336,2019-01-01
AL,ALB,Albania,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,22.1101,2018-01-01
AL,ALB,Albania,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2017,1.1588,2017-01-01
AL,ALB,Albania,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2018,9.37,2018-01-01
BA,BIH,Bosnia & Herzegovina,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.107527515507758,2017-01-01
BA,BIH,Bosnia & Herzegovina,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,243.907323586406,2019-01-01
BA,BIH,Bosnia & Herzegovina,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,4.52797271908365,2017-01-01
BA,BIH,Bosnia & Herzegovina,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2019,0,2019-01-01
BA,BIH,Bosnia & Herzegovina,2.3.1,Trademark applications,Cloud computing in enterprises,How many new trademarks are applied for,2018,8.27,2018-01-01
BA,BIH,Bosnia & Herzegovina,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,36.1676300906313,2019-01-01
BA,BIH,Bosnia & Herzegovina,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,0.186955492129174,2017-01-01
BA,BIH,Bosnia & Herzegovina,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,0.432341855984709,2018-01-01
BA,BIH,Bosnia & Herzegovina,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,0.0146520575884471,2018-01-01
BA,BIH,Bosnia & Herzegovina,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,23.0710407136414,2019-01-01
BA,BIH,Bosnia & Herzegovina,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,15.4779,2018-01-01
BA,BIH,Bosnia & Herzegovina,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2017,0.861,2017-01-01
BA,BIH,Bosnia & Herzegovina,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2018,2.43,2018-01-01
CH,CHE,Switzerland,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,1.8,2017-01-01
CH,CHE,Switzerland,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,3764.5149930476,2019-01-01
CH,CHE,Switzerland,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,14.3462479424064,2017-01-01
CH,CHE,Switzerland,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2018,55.9403387679004,2018-01-01
CH,CHE,Switzerland,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2019,0.236183083899531,2019-01-01
CH,CHE,Switzerland,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0.0228,2017-01-01
CH,CHE,Switzerland,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,742.346533634922,2019-01-01
CH,CHE,Switzerland,3.2.3,Non R&D innovation expenditures,Job-to-job mobility of Human Resources in Science & Technology,How much do businesses invest in activities other than traditional research and development to drive innovation,2015,9.3,2015-01-01
CH,CHE,Switzerland,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,8.8180969551555,2017-01-01
CH,CHE,Switzerland,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,11.5637210898447,2018-01-01
CH,CHE,Switzerland,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,6.8869259935637,2018-01-01
CH,CHE,Switzerland,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,53.926315021781,2019-01-01
CH,CHE,Switzerland,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,70.9775,2018-01-01
CH,CHE,Switzerland,4.2.3,High tech imports from partners outside of the EU,High-tech imports from outside the EU,How dependent is a country on high tech imports from outside the EU?,2017,31.424202238692,2017-01-01
CH,CHE,Switzerland,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2017,4.1891,2017-01-01
CH,CHE,Switzerland,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2018,17.8,2018-01-01
CH,CHE,Switzerland,4.3.3,Labour productivity,Labour productivity,How efficiently is economic value being generated for each hour of work,2019,85.19,2019-01-01
IS,ISL,Iceland,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.5,2017-01-01
IS,ISL,Iceland,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,3927.26987515091,2019-01-01
IS,ISL,Iceland,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,12.7447453467911,2017-01-01
IS,ISL,Iceland,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2018,33.4379905808477,2018-01-01
IS,ISL,Iceland,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2018,0.71,2018-01-01
IS,ISL,Iceland,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2019,0.0672987822625884,2019-01-01
IS,ISL,Iceland,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0.205900004,2017-01-01
IS,ISL,Iceland,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,1.29,2018-01-01
IS,ISL,Iceland,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,675.08704701239,2019-01-01
IS,ISL,Iceland,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,3.80990117116362,2017-01-01
IS,ISL,Iceland,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,3.76435218859484,2018-01-01
IS,ISL,Iceland,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,1.39354615245302,2018-01-01
IS,ISL,Iceland,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,12.1338426493794,2019-01-01
IS,ISL,Iceland,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,49.981,2018-01-01
IS,ISL,Iceland,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2017,1.778,2017-01-01
IS,ISL,Iceland,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2018,12.69,2018-01-01
IS,ISL,Iceland,4.3.3,Labour productivity,Labour productivity,How efficiently is economic value being generated for each hour of work,2019,62.39,2019-01-01
MD,MDA,Moldova,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.153,2017-01-01
MD,MDA,Moldova,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2019,31.2,2019-01-01
MD,MDA,Moldova,1.1.3,Lifelong learning,Percentage of the population aged 25-64 participating in lifelong learning,What percentage of the population aged 25-64 participates in lifelong learning to update their skills and knowledge,2019,1.29,2019-01-01
MD,MDA,Moldova,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,131.153114300305,2019-01-01
MD,MDA,Moldova,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,2.08507757569607,2017-01-01
MD,MDA,Moldova,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2018,16,2018-01-01
MD,MDA,Moldova,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2018,0.211,2018-01-01
MD,MDA,Moldova,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2019,0,2019-01-01
MD,MDA,Moldova,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0.0027,2017-01-01
MD,MDA,Moldova,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,0.04,2018-01-01
MD,MDA,Moldova,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2019,2.018127151,2019-01-01
MD,MDA,Moldova,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,13.1885813262877,2019-01-01
MD,MDA,Moldova,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,0.234803089020467,2017-01-01
MD,MDA,Moldova,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,0.3919,2018-01-01
MD,MDA,Moldova,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,0.2939,2018-01-01
MD,MDA,Moldova,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,29.6,2019-01-01
MD,MDA,Moldova,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,37.3362,2018-01-01
ME,MNE,Montenegro,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.0348290474255529,2017-01-01
ME,MNE,Montenegro,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2019,39.3,2019-01-01
ME,MNE,Montenegro,1.1.3,Lifelong learning,Percentage of the population aged 25-64 participating in lifelong learning,What percentage of the population aged 25-64 participates in lifelong learning to update their skills and knowledge,2019,2.5,2019-01-01
ME,MNE,Montenegro,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,602.717532811942,2019-01-01
ME,MNE,Montenegro,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,3.55955902732342,2017-01-01
ME,MNE,Montenegro,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2018,15.748031496063,2018-01-01
ME,MNE,Montenegro,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2018,0.3,2018-01-01
ME,MNE,Montenegro,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2019,0.00289521347149561,2019-01-01
